t,Market Portfolio,Manager A,Manager B,Manager C
507,0.024989038,-0.091400922,-0.038934871,-0.45558685
508,0.003363662,0.156853444,-0.334844908,-0.443470361
509,0.102483451,0.403619944,0.121665971,0.020851732
510,-0.051159863,-0.120525872,-0.249180704,0.089628303
511,0.037112006,0.30755749,-0.128011779,-0.444974994
512,-0.042837935,-0.279715587,-0.045649289,-0.073013226
513,0.07330009,-0.075690818,-0.191988227,-0.44136635
514,0.052032822,-0.315870458,0.094633193,-0.641364146
515,0.229610809,0.209963565,-0.290519102,0.144185487
516,0.070792017,-0.08777958,0.229215406,-0.013242878
517,-0.093935872,-0.093878286,0.02895865,0.128925409
518,0.127379174,-0.228260201,0.17794305,-0.293915976
519,0.138167198,0.753200586,0.351202629,0.467135749
520,-0.164621925,-0.329890156,-0.254757931,-0.095932598
521,-0.017017601,0.118440847,0.199932281,0.188100965
522,0.189117281,0.492439979,0.094235615,0.000324972
523,0.107517935,-0.042074825,0.041444135,0.238920233
524,-0.050154156,0.264092072,0.17521099,-0.021080055
525,0.233946274,0.299146299,0.218337214,0.203832793
526,0.017488771,0.357025933,0.260931867,0.219054304
527,0.092788632,0.351420139,0.180278879,-0.061360243
528,-0.083920698,-0.199657397,-0.140839684,0.098463266
529,0.052418226,-0.150783591,0.051487314,0.559157102
530,-0.026454746,-0.013026472,0.174137036,0.126691561
531,0.131770193,-0.047813104,0.214259093,0.204177228
532,-0.051113982,-0.002175137,-0.196812158,0.099133534
533,0.077940491,0.32373887,0.248678096,0.248772207
534,0.140329793,0.272963216,0.289480148,0.027017122
535,0.320312108,0.437479288,0.052279143,0.108254258
536,0.142378479,0.239217551,0.054696878,-0.30673916
537,0.126318916,-0.382637446,-0.20357475,-0.170654749
538,0.084198337,0.274677075,0.061163212,0.155592707
539,-0.033391471,-0.114747909,-0.151815686,0.00871817
540,0.010075948,0.172711928,0.172927313,0.40107397
541,0.216846507,0.266007407,-0.444577663,-0.173998516
542,-0.02228368,0.034128226,0.332598672,-0.036995813
543,0.264790997,0.734773742,0.096529011,-0.128887977
544,0.035270078,0.099579334,-0.169905733,0.033827462
545,0.069734337,0.113431945,-0.131741327,0.325127864
546,0.000205502,-0.150298111,-0.384133504,-0.313027045
547,-0.006039026,-0.015295938,0.381841536,0.374026176
548,-0.008677302,0.342707512,-0.088288544,-0.358991579
549,-0.080032775,-0.337415632,-0.20961283,0.362175366
550,0.038807393,-0.27532132,0.077012232,-0.253855581
551,0.021031707,-0.151484644,0.118775838,-0.123888917
552,0.105450798,0.332937385,0.310262495,-0.020470309
553,-0.003376444,0.123724639,0.036596206,0.173720195
554,0.287173598,0.199157379,0.079689423,0.079896008
555,0.266224655,0.371448607,0.104345942,-0.385339245
556,0.149746016,0.203387198,0.018120657,0.274195339
557,0.116332119,0.188413502,0.202293802,0.274221079
558,-0.005145198,0.05453008,-0.039338505,-0.136940554
559,-0.021928075,-0.412112539,0.340459379,-0.384011146
560,-0.023591015,-0.175194192,0.077557838,-0.192974802
561,0.106475379,-0.036879551,0.146786035,0.287351974
562,0.276745201,0.350244189,0.037607712,0.277381607
563,0.041714686,0.153384833,0.043175051,-0.159388236
564,0.166264414,0.834338934,0.05674175,0.264955447
565,-0.033440385,0.206517661,-0.087404824,0.129394383
566,0.050553999,-0.147031063,-0.173909744,0.074124454
567,0.067310613,-0.050247191,0.160105627,0.551619385
568,-0.013938407,-0.118978618,-0.109340708,-0.075139932
569,0.046525091,-0.487986128,-0.26007559,-0.124229147
570,0.030943263,0.182620021,-0.260070288,-0.336688805
571,0.113063425,0.53944653,-0.455522593,0.121962876
572,0.003897766,0.013550777,0.095447066,-0.352541098
573,-0.001643565,-0.10516657,-0.022971092,-0.128925176
574,0.09748215,-0.127977178,0.257116901,-0.069473563
575,0.002218301,-0.033438204,0.471850694,0.220952858
576,-0.076986042,0.068208629,-0.166139616,-0.526870106
577,0.09800196,-0.008210853,-0.056862467,-0.140956964
578,0.258003376,0.579082438,0.127551079,0.182832557
579,-0.024304103,0.240652908,0.0590339,-0.131485233
580,0.037943531,0.360000011,0.131490266,0.085672808
581,0.182835191,0.677742168,0.492607852,0.053915911
582,0.08736504,0.370352135,0.078976626,-0.020361191
583,0.027361786,-0.066051503,0.28713426,0.081634889
584,0.031402272,-0.380029707,0.150275256,0.016599994
585,0.003575918,0.158149202,-0.062932047,0.047612293
586,-0.050332947,0.420114067,-0.105742806,0.005288694
587,0.083799083,0.300690742,0.016526734,-0.531339678
588,-0.024706165,-0.318944777,0.118753569,0.377540171
589,0.126541241,0.15829544,-0.113910734,0.129709827
590,0.040418264,0.083915266,0.057658819,-0.21195245
591,-0.036863505,-0.070897045,-0.188273054,0.263773018
592,-0.035653123,0.168119144,0.370189532,0.191375181
593,-0.024394541,-0.07137262,0.042851657,-0.13443317
594,0.074326888,0.23190292,0.144114759,-0.003039753
595,-0.127025191,0.34092333,0.005344746,-0.06115128
596,0.078775891,0.276753354,0.332807871,-0.218797475
597,-0.02210581,-0.201615141,0.201887348,-0.045999799
598,0.021939178,0.133500188,0.167954176,0.075341977
599,0.024632943,0.034840272,-0.148224855,-0.076447755
600,0.181942387,0.597406745,0.071794598,0.058492738
601,0.214369465,0.601097364,0.250647876,0.508474855
602,0.075233171,-0.167152968,0.178111989,0.361632743
603,-0.041960359,-0.089888789,-0.150501843,-0.660305978
604,0.078526324,-0.083326099,0.090373548,0.450942927
605,0.000643382,-0.262339423,0.015582817,0.027695055
606,0.273019669,0.224344546,-0.218999228,-0.085577817
607,0.013988744,0.020048004,-0.045089944,-0.228026514
608,-0.013379289,0.30718653,0.21279527,-0.124433677
609,0.058345216,0.358267989,0.172704234,0.111695621
610,-0.05436727,-0.14887253,0.22975265,-0.188811006
611,0.218160319,0.4761271,0.033953573,-0.249135622
612,0.189194917,0.286619041,-0.048593234,0.007218425
613,0.230405946,0.443263987,0.382790499,0.537325457
614,-0.023408856,-0.016306731,0.109845293,-0.220016231
615,-0.004292426,0.031231039,0.073880037,0.30625225
616,0.053899101,-0.062451192,0.064053674,-0.406974819
617,-0.068617133,-0.354355502,0.163468826,0.070635688
618,-0.000246592,-0.014097539,-0.146829129,-0.317355369
619,-0.132303689,0.146186935,-0.179657062,0.225962326
620,0.062163478,-0.246757547,-0.013220908,-0.027311124
621,0.20214436,0.09258962,0.32459468,0.360275736
622,-0.062969357,0.08055818,0.071022231,-0.177801361
623,0.10326942,0.158646502,-0.084190156,0.143690294
624,-0.100659129,0.187819905,-0.027443154,-0.213521853
625,0.111191138,-0.051937927,-0.04856375,-0.323616535
626,0.024893566,-0.164489232,-0.108643348,-0.629463311
627,-0.106698061,-0.023772222,0.037285193,-0.398499972
628,0.174657659,0.327494637,0.235273642,0.228455224
629,0.013693849,-0.298666344,-0.038376324,0.009065487
630,-0.089461733,-0.334849835,-0.104674175,0.511522817
631,0.100360927,0.28649213,0.113971963,-0.171612875
632,-0.070402535,-0.620297841,0.001390031,-0.152373165
633,0.146469607,0.077812736,-0.020879493,-0.544669232
634,0.097301429,0.343815559,-0.118442032,0.206847067
635,0.214125726,0.091466595,0.115833086,0.285286794
636,0.143240677,-0.009064186,-0.20450661,0.11779849
637,-0.089694987,-0.074851964,0.200355852,-0.074399552
638,-0.030875158,-0.097167033,-0.000987359,-0.204580431
639,0.032917854,0.015635684,-0.202264701,0.040704494
640,0.030958277,0.173818374,-0.025751376,0.252697638
641,0.18360955,-0.111942444,0.027625935,-0.255430057
642,0.049103958,0.337201833,0.306089617,-0.185942513
643,-0.016053992,0.071667711,0.347178294,0.34121539
644,-0.049444554,-0.209370626,-0.069037256,0.469882652
645,0.04504776,-0.138475912,-0.13659294,-0.415104256
646,0.05861129,-0.011309097,0.151100758,0.050511297
647,0.048111575,0.209168517,-0.306432873,-0.386620896
648,-0.003163504,-0.13874296,0.353283627,-0.244856962
649,0.118949072,0.207290782,0.377410544,-0.0913213
650,0.20996213,0.317159526,0.110895993,0.080600461
651,0.175685525,0.098089944,0.131082272,0.085127448
652,0.115525589,0.467319024,-0.204413046,0.122662481
653,-0.041401194,0.037955148,0.060225606,0.014590587
654,-0.093902342,0.247867043,0.219337649,-0.134693076
655,-0.066227076,-0.286100608,-0.018291965,0.188916412
656,0.043280588,0.190299307,-0.148158978,-0.424477469
657,0.083778847,0.085491017,-0.133381127,0.318170258
658,0.291276019,0.45212146,-0.068729916,0.134610696
659,0.164424395,-0.025425923,0.042333226,0.407913477
660,-0.012105157,-0.058282079,-0.136506765,0.15500985
661,0.014793764,0.045639868,0.067811964,0.218299792
662,-0.136237142,-0.208407143,-0.132056592,0.13226161
663,0.031122129,0.085534116,0.182121879,0.062218373
664,0.061304466,-0.125215861,0.046537774,0.270029903
665,0.021386447,-0.072976337,0.202256362,0.073973933
666,0.049611404,-0.018253234,0.097362444,0.26720978
667,0.11756329,0.19170399,-0.01287308,-0.128476404
668,0.00204343,-0.462177439,-0.173112924,0.038618159
669,0.053195769,-0.04777013,0.101135192,-0.149825369
670,0.145407601,0.403996521,-0.108499989,0.186449734
671,0.136787109,-0.236202802,-0.140910781,0.310280704
672,-0.067926889,0.070636337,0.120549348,0.130275225
673,0.213663106,0.343499005,0.137811521,-0.217046427
674,0.183608144,-0.102948579,-0.078002283,0.110866885
675,-0.180818327,-0.159558141,0.353696453,-0.139885128
676,0.129878344,0.052464809,0.337627616,0.244129445
677,-0.009049733,-0.259847952,-0.22305971,-0.094732119
678,0.196383495,-0.124347226,-0.048960731,-0.22010078
679,0.010536741,0.184502198,0.106428275,0.096508936
680,-0.176745512,-0.255935293,0.22128225,0.166766968
681,0.16183281,0.267022003,0.001853138,0.011933791
682,0.043568613,-0.073254791,0.1685792,-0.019112622
683,-0.008890194,0.034463182,-0.235555082,-0.34947167
684,0.102633754,0.130636095,-0.056279309,-0.147419556
685,0.019341424,-0.058922819,-0.172381986,-0.119982562
686,0.166234369,0.200154698,0.019676216,-0.225634379
687,-0.108787663,0.073173526,0.294708925,0.278159867
688,-0.030277825,-0.435951308,-0.071678068,-0.342029847
689,-0.013735891,-0.449008965,-0.215332866,0.151689444
690,-0.078530185,-0.22304847,-0.123564693,-0.361766958
691,-0.07943167,-0.171502619,0.161533925,-0.197477569
692,-0.060269341,0.012441553,-0.038247769,-0.004725727
693,0.044925011,-0.073355068,0.107617904,-0.045986126
694,0.162906333,0.461278841,-0.014105564,0.500200858
695,0.030550128,-0.027599555,-0.055257765,-0.247340044
696,0.013007116,-0.283155615,0.082787894,0.489336186
697,0.138706792,0.384501841,0.30259322,0.234358349
698,-0.008182949,0.100987751,-0.132630194,0.221924177
699,0.139337643,0.06888652,-0.13625685,-0.192972105
700,0.165881116,0.475991466,-0.04199391,0.175627471
701,-0.02542718,0.300312106,-0.078191447,-0.069190718
702,0.183079831,0.223317608,0.046049348,0.327560536
703,0.037344319,0.263958829,0.014013544,-0.120273959
704,-0.209000123,-0.193503005,-0.067811962,-0.051815324
705,-0.083779064,-0.343826884,-0.206323768,-0.086803989
706,0.000688341,-0.454938341,-0.245105974,0.068083987
707,-0.010819193,-0.229732445,-0.149869559,-0.115476778
708,-0.093020033,-0.181749036,0.143451577,-0.143099923
709,0.1216563,0.332514218,0.236890894,0.295211617
710,0.096236104,0.02574142,0.2212299,-0.22256456
711,0.067436947,-0.298762085,0.08824396,-0.132239693
712,0.098904722,0.145119315,0.002576996,0.091183785
713,0.033505903,0.271666226,-0.073167566,0.026879594
714,0.039591242,0.045178851,0.070340459,-0.010090139
715,0.007041782,-0.425955468,-0.063201486,-0.114627173
716,0.020511974,-0.092385355,-0.175680468,0.350227566
717,0.170785459,0.19435181,-0.154121393,-0.431906888
718,-0.006296878,-0.235749391,-0.023093736,0.460461751
719,-0.04157885,0.265811388,-0.093179966,0.105860175
720,0.15176483,0.005998119,-0.074949277,0.367121343
721,0.059724801,-0.313169979,-0.014041736,0.163203803
722,0.005271746,0.041708901,-0.052986056,0.165763509
723,0.144411066,0.304387919,0.064409376,0.02640994
724,0.130838655,0.205324104,0.115065398,-0.340816679
725,0.075330759,0.031896909,-0.229303318,-0.481925969
726,-0.003488086,0.486845437,-0.102006085,0.098772589
727,-0.091056779,0.101224474,0.197993608,0.013722221
728,-0.022044163,0.043807083,0.024473467,-0.096965674
729,0.168248144,0.244850592,0.039184519,-0.195872969
730,-0.081712254,-0.35985508,0.061961728,-0.208307503
731,0.017481312,0.053730088,-0.366420306,-0.493037999
732,0.09161825,-0.187122324,-0.024344307,-0.265344401
733,0.096559905,0.018390237,0.123475921,-0.226668295
734,-0.055933647,0.127455707,-0.022158983,0.152725909
735,-0.048401751,-0.250508964,-0.159273725,-0.266995755
736,0.156953357,0.081286883,-0.169954776,0.138973445
737,0.097481766,0.115252934,-0.036751032,-0.656538157
738,0.132811109,-0.18543194,0.185342653,0.067057461
739,0.081408959,0.170305495,0.285830644,0.133682577
740,0.128902877,0.501981201,0.230142528,-0.199476407
741,0.101171581,0.16235768,0.238052642,0.09352946
742,-0.113863749,-0.462967823,0.292147601,-0.047680425
743,0.089936624,-0.088355138,-0.1801722,0.541096594
744,0.216667046,0.000643256,0.116791845,0.172343005
745,0.000538854,-0.317999972,0.080356808,0.018102737
746,0.032740788,0.15319337,0.061425678,-0.271814196
747,0.075453069,-0.100607265,-0.025299646,-0.553677514
748,0.037723034,0.094131248,0.079908192,0.03700254
749,0.167478635,-0.092975293,0.221354926,0.002354328
750,0.142494101,0.403358124,-0.107435639,-0.09958783
751,-0.101415075,-0.042248412,0.193703409,0.012285011
752,0.020767373,-0.030667705,-0.0043314,0.141649148
753,-0.010145592,0.210771568,0.19569811,-0.052446274
754,-0.042818856,-0.075815394,0.188895236,0.216117873
755,0.134944169,-0.103625221,0.248577616,0.51672252
756,-0.06710307,0.06154069,-0.137601112,-0.256454909
757,0.055561743,0.027470097,0.007108991,0.215480507
758,0.060320649,0.182828663,0.096369344,-0.048263003
759,-0.013306092,-0.180555246,-0.30396509,-0.376107823
760,0.069164092,0.250320376,0.474659729,0.168634283
761,0.050113855,-0.115638174,-0.070155074,-0.061646173
762,-0.135474466,0.053194827,-0.382073131,-0.289512582
763,0.041061869,-0.354770767,-0.11783568,-0.386367024
764,0.00997412,-0.165455455,0.22629386,-0.212425773
765,-0.006491719,0.312189316,-0.130033966,0.005868074
766,0.130708193,0.097627622,0.056424031,0.165561234
767,-0.106988109,-0.323079879,0.065868358,-0.238255229
768,0.086415492,0.363275434,0.149773464,0.310119445
769,-0.041242175,-0.409244022,-0.074707972,-0.1043945
770,0.002690791,-0.119109512,-0.377924284,-0.376463152
771,-0.013754567,0.008249589,-0.46590299,-0.255949219
772,0.223324194,0.419447546,0.140836013,0.14346927
773,0.031563905,-0.286466057,0.036065686,0.176528843
774,-0.046653503,0.059339833,-0.254025138,-0.099817267
775,-0.112016848,-0.06137894,-0.03065042,-0.00956047
776,-0.047889041,0.032490855,-0.099110238,-0.024345682
777,0.086279645,-0.405531456,-0.033386612,0.568930845
778,0.042988791,0.074901524,0.199618193,-0.335718762
779,-0.045621044,0.095067193,-0.016591798,0.06875158
780,0.096917154,-0.222670819,-0.16020743,-0.184025597
781,0.095322684,0.737403513,0.265756059,0.297145062
782,0.04360938,-0.368090215,-0.06924711,0.136453052
783,0.194639728,0.303965436,0.240933405,0.432105135
784,0.06852752,0.188751087,-0.185185372,-0.159704344
785,-0.025049915,-0.193844452,0.244607737,0.459575651
786,0.109963691,0.40807453,0.327860247,-0.095910576
787,0.252703728,0.227137739,0.0812986,0.412414401
788,0.021116562,-0.19966405,0.184916851,-0.039545092
789,0.04419745,-0.008752251,-0.514401511,-0.134667015
790,0.087231724,-0.011564811,0.243801876,0.023434343
791,0.275629303,0.227779386,0.036781411,0.183597246
792,0.118302706,0.458482259,0.025926747,0.136072093
793,0.166613349,0.354668284,0.14000665,0.061729403
794,0.138514277,0.249232753,-0.015488798,-0.042184485
795,0.021639105,-0.047158163,-0.14875196,0.414458164
796,0.06577128,0.236910733,0.12096894,0.556517339
797,0.073595669,-0.078362916,-0.05999218,0.035474769
798,0.088335484,-0.111301322,-0.308786191,-0.013244526
799,0.146781008,0.430354742,-0.294395408,-0.004094128
800,0.043471662,0.421704382,0.045628518,-0.365686918
801,0.215242629,0.156675266,0.448793867,0.254679092
802,0.224496334,0.008255852,-0.097557693,-0.128596483
803,0.040015247,0.365288552,0.434484211,-0.069054776
804,-0.024809303,-0.250603541,0.033534183,0.083330467
805,0.194411886,0.396507931,-0.02265363,-0.023837956
806,-0.027664777,0.365562824,-0.219234115,0.018888863
807,0.023335611,-0.098640061,-0.363641531,-0.091548115
808,0.12337354,0.345171624,0.047702332,0.169424062
809,-0.078012313,-0.077918845,0.31429743,0.151708353
810,-0.106093223,-0.242297063,0.145203857,-0.058950939
811,0.176841384,0.220594351,0.139719457,-0.189997856
812,-0.06927704,0.189834187,-0.053866277,-0.309824686
813,0.121934891,0.050047667,0.127888477,0.253666786
814,0.197663522,0.503387916,0.144572415,-0.051265991
815,0.067034054,0.030361347,0.344639875,-0.084080691
816,-0.065148111,-0.377018959,-0.082786872,-0.501294948
817,-0.015330217,-0.335519801,-0.019364954,-0.16934872
818,0.058970323,0.349133504,-0.002105967,-0.009421737
819,0.196936789,0.590493144,-0.064771761,0.246010963
820,-0.054203669,0.121614935,-0.115782094,0.041900681
821,-0.043912163,0.05338283,0.175858626,-0.071244883
822,0.229162239,0.353555718,-0.181089638,0.150069005
823,-0.013475852,0.312233426,0.053531682,0.365737507
824,0.043562172,0.404109311,-0.039029051,0.076227566
825,-0.133800247,-0.37276342,0.044874203,-0.142190075
826,0.032956967,-0.161678294,-0.44106287,-0.324656944
827,0.09491238,0.015141737,0.094278197,-0.053426887
828,-0.03969126,-0.411587898,-0.090781038,-0.032632011
829,0.162919064,0.292916808,0.353073603,0.399138604
830,0.051009365,-0.051151593,-0.048739709,0.044667697
831,0.050260369,0.010869615,0.124425393,-0.263233828
832,0.198697106,0.602785281,0.177011623,-0.293564795
833,-0.038614294,0.036003884,-0.088689502,-0.264439589
834,0.055208425,0.12575652,0.12542935,0.10307383
835,0.150965513,0.187186161,0.104431719,0.139815071
836,0.018747423,-0.448799735,0.011662156,-0.44046304
837,0.002429666,-0.263235315,-0.050699178,0.377662681
838,0.290178059,0.324379247,0.149197701,-0.006769665
839,-0.03209775,-0.410631234,-0.200668406,-0.155534658
840,0.060411995,0.159417955,-0.055376064,-0.229889902
841,0.01251633,0.38132189,0.111694068,-0.480778646
842,-0.09631863,0.000688097,0.099182405,0.161049309
843,-0.021275297,0.22962942,-0.122033966,-0.329662138
844,-0.043841536,0.338714357,0.131590537,-0.22850067
845,-0.068070555,0.190049937,0.370044077,-0.017900642
846,0.190054444,0.461383003,0.14777434,0.099736552
847,0.14829358,0.240371042,-0.086616053,0.004880119
848,0.172937096,0.223903087,0.072912312,-0.141922061
849,-0.004443257,-0.458232989,-0.109255149,-0.226288143
850,0.078842551,0.207651591,0.027199042,0.187506102
851,0.007538258,-0.055946801,0.075376232,0.121213135
852,0.099238838,-0.003413824,-0.379440458,-0.447616329
853,-0.08585125,-0.449133525,0.010075812,0.217907003
854,-0.007000597,0.065624374,-0.175750687,-0.118931794
855,-0.064931997,0.150800493,0.193334733,0.251480056
856,0.125585536,0.169918484,0.111000632,-0.432399197
857,-0.037940327,0.069390908,0.013807277,-0.231635553
858,-0.038516541,-0.259528816,0.226045197,-0.179337618
859,-0.03970086,0.294289292,0.054577518,0.261475497
860,0.009641995,-0.205063428,0.185835597,0.302978606
861,0.08999788,0.19811788,0.341347661,0.499208324
862,-0.037177291,-0.047740123,-0.180764621,-0.036807037
863,0.191434822,0.172268476,0.141664553,0.228429103
864,0.093912596,-0.133108838,0.242671715,0.261163083
865,-0.101061347,-0.578842985,-0.331310883,-0.403563234
866,0.058710375,0.365180123,0.440769823,0.321208401
867,0.06427031,-0.008197575,0.405120445,-0.00375094
868,0.019257019,0.436211087,0.259429897,0.408756638
869,0.13524273,0.22793069,-0.011352691,0.267442016
870,0.098239322,0.137211317,0.027142693,-0.265707573
871,0.149322687,0.52225758,0.252639594,0.288385609
872,0.141574632,0.235379613,-0.002867651,0.014172363
873,0.150814823,-0.264290957,0.065592227,0.151873366
874,0.256044545,0.685005263,0.020331959,0.016958088
875,-0.038623045,-0.240131337,-0.035987311,0.056049202
876,0.163089989,0.23564402,0.013495789,0.272077865
877,0.077116338,-0.476079488,-0.244402929,-0.124887125
878,-0.053247663,-0.256479741,-0.364256176,-0.708136137
879,0.215528775,0.164064859,0.595213043,0.237879118
880,0.124592598,0.46989208,0.171887552,-0.164314249
881,-0.005101093,-0.11478743,0.141613354,0.258952485
882,0.165352048,-0.095069444,-0.150598313,-0.220592369
883,0.051444453,0.174070352,-0.042080655,0.354729767
884,0.110898271,0.162626825,-0.028829088,0.309144644
885,0.194543733,0.474401318,0.363095967,-0.153595194
886,0.111539814,0.567849981,0.150022929,0.113305388
887,0.032712693,0.001351281,-0.07451952,0.331510495
888,-0.042408716,-0.178426792,0.028151998,-0.309640477
889,0.034765024,0.188657844,0.013831471,0.423237329
890,-0.002695468,-0.236994,-0.097093174,-0.156096
891,0.000234876,-0.052237421,-0.20667792,0.124331971
892,0.079315216,0.28774083,0.001391608,0.36840707
893,-0.021237978,-0.050575793,0.236444597,-0.240699649
894,0.016281633,-0.025281152,0.132765489,0.1053374
895,-0.010175599,0.557340575,0.267428006,0.816761455
896,-0.097243272,-0.458409576,-0.277902912,-0.470030469
897,0.002177085,0.141092969,-0.268633955,-0.181236113
898,0.032739001,-0.464549174,-0.233905351,0.236058658
899,0.248532893,0.562005835,0.14650419,0.446423988
900,0.093985629,0.253381838,0.072409915,0.510814403
901,-0.165280971,-0.384941965,-0.020900517,-0.334359175
902,0.143481471,0.371932551,0.545830459,0.387315797
903,0.039244574,0.288819985,0.065231385,0.004135449
904,0.044979924,-0.289572883,0.136913016,0.322959769
905,0.011826053,-0.154477454,-0.037221318,0.203735371
906,-0.017378834,-0.239011695,-0.039698272,0.052884205
907,0.041152422,0.272531804,-0.021726074,0.114939392
908,0.249669615,0.072898804,0.144261125,0.096277231
909,-0.060088217,-0.126023398,0.045396443,0.044527949
910,0.199347734,1.061031768,0.092591781,-0.072743536
911,-0.013371603,-0.354345521,-0.16874919,0.037956662
912,0.158568058,0.437715502,-0.094529816,-0.19622048
913,-0.014171464,0.052201919,0.038645753,0.333392593
914,0.076180823,0.204559601,0.010085029,-0.027939074
915,0.2695531,0.200109251,-0.058512149,-0.095019955
916,0.04090727,0.255350557,0.060701209,0.084120652
917,0.080137045,-0.066027161,-0.197751393,-0.254766304
918,-0.122200036,-0.255071881,0.01731315,-0.270126948
919,0.018174012,0.184223707,0.415637645,-0.010242568
920,-0.09132269,0.400025365,0.281519857,-0.293348529
921,-0.106681049,-0.09794674,-0.061031425,-0.354432109
922,0.117701451,0.028093314,-0.089127861,-0.501659357
923,0.070683216,0.440198761,0.271343488,0.538525455
924,0.137133588,0.210714328,0.092518313,0.239197028
925,0.07310355,0.003308494,-0.116939961,-0.165399648
926,-0.059296892,0.01194375,0.032434604,-0.084382664
927,0.185212556,0.553359409,0.187381645,0.076915515
928,0.016186273,-0.185640098,0.029386347,0.038242878
929,0.090147264,0.297873523,-0.097490856,-0.497513032
930,0.104467892,0.150909327,-0.054156487,-0.423536165
931,-0.078356964,0.357787396,-0.139009682,0.003153775
932,-0.083461789,0.035685761,-0.170903179,-0.489075507
933,0.090047323,-0.039573488,0.18249982,-0.209200248
934,0.124225726,0.190597057,0.597160297,0.071134057
935,0.050237788,0.489629528,0.338362119,0.323755449
936,0.148606044,0.013866016,-0.060620644,-0.054585169
937,-0.047783478,-0.192023082,0.062258324,0.103601447
938,0.202731282,0.400184408,0.3087769,-0.072213517
939,0.014766911,-0.096510935,0.270156125,0.130941935
940,0.078002736,-0.157368679,0.016544499,-0.188210543
941,-0.149612262,-0.422906677,-0.377271607,0.36235275
942,0.285108596,0.563029226,0.196349109,0.502640331
943,0.204405903,-0.003253084,-0.080364916,0.030103653
944,-0.044784688,0.303474186,0.490858314,0.285905731
945,0.19738245,-0.215202667,-0.304714948,-0.372948987
946,-0.013734885,-0.522915993,0.199437489,-0.188949965
947,0.143805939,0.333114525,0.338634602,0.056136986
948,-0.039141686,-0.07429484,-0.020894182,-0.171612244
949,-0.200483098,-0.016650035,-0.0303511,-0.106359478
950,0.121422551,0.023173091,0.209082266,0.430215118
951,0.040457288,0.054436061,-0.089863775,-0.102939834
952,0.139767475,-0.110882949,0.043413499,0.147916891
953,0.062189042,-0.334660319,-0.270143848,-0.047640018
954,0.029829789,0.249053708,-0.105352719,0.228721708
955,-0.102465697,-0.05622567,0.19171882,-0.212874985
956,-0.007183535,-0.338215829,-0.086459944,-0.095345235
957,-0.09134074,-0.254446686,0.012846078,0.013993651
958,0.068931434,0.016917126,0.091696224,0.041178984
959,0.071476802,0.077065154,0.342812216,0.420771032
960,-0.049302555,-0.223377105,-0.003797521,-0.123683224
961,0.071721347,0.554742765,0.298978852,0.249824894
962,-0.061413471,-0.113892837,-0.338462034,0.135098245
963,0.071225758,-0.119970422,-0.02805145,0.192432485
964,0.156505888,0.724782866,0.205636084,0.3462447
965,0.156355987,0.094036053,-0.092962219,-0.050251825
966,0.063104754,-0.288068599,0.078531111,0.097842293
967,0.007406117,-0.26473113,0.153710316,-0.186497138
968,-0.089757483,-0.442376151,0.052011005,-0.014072942
969,0.031809277,-0.176746263,-0.190782227,-0.214839576
970,0.031140034,0.08671814,0.041050434,-0.002098371
971,0.160838987,0.255204585,0.039816458,-0.19448002
972,-0.079287182,-0.437689818,-0.278593261,0.10649046
973,-0.100578368,0.317903073,0.331777608,0.309808252
974,-0.029903386,-0.041564176,-0.021285044,0.185622937
975,0.257806598,0.083737201,0.311883693,0.027685712
976,0.156382627,0.463483636,0.291107533,-0.252950718
977,0.092503131,0.065536437,0.311900812,0.011349099
978,0.011451508,-0.317895152,-0.137063978,0.121388804
979,0.022322108,-0.176568124,0.162724661,0.556170027
980,-0.001940792,0.182786446,0.396815551,-0.052544596
981,-0.039356648,0.215063338,0.051012268,0.128078431
982,0.033568682,0.073105515,0.142272689,0.154313505
983,0.172364582,0.505697952,-0.073309575,-0.172226961
984,0.101518971,0.132285302,0.082023202,0.370587383
985,0.140661735,-0.009878628,0.034766652,0.078692751
986,0.171803536,-0.305056419,-0.053515719,-0.060707184
987,0.074987501,-0.288530291,-0.193502834,-0.301403808
988,-0.066290603,-0.034348248,0.145408504,-0.033273246
989,0.020783629,-0.050764113,-0.199857781,0.39250288
990,0.076790769,0.183699389,0.264273239,-0.327260319
991,0.070626897,-0.187835753,-0.085988074,0.199464989
992,-0.041390172,-0.21788529,0.285523391,0.024043126
993,-0.057811384,0.033185106,0.132502484,0.41523404
994,-0.070007373,-0.115354937,-0.020843205,-0.242954984
995,0.174906839,0.310469771,-0.056457162,0.087442206
996,0.032707718,0.32814757,-0.444387423,0.105435593
997,0.110441954,0.297273394,0.084483981,0.09571598
998,0.063857186,0.029885051,0.276761457,0.044063244
999,0.139235271,0.286996457,0.295907594,0.410965381
1000,0.042582777,-0.096129499,0.055216546,0.205099795
1001,0.107629686,-0.02224731,-0.006206149,-0.195516631
1002,0.236118989,0.925713049,0.255818549,0.115149426
1003,-0.012233764,0.186065432,0.008303507,-0.071345216
1004,0.049236821,-0.327257482,-0.123016281,-0.068220915
1005,0.043452095,0.296093807,0.097370484,-0.034246662
1006,0.111214524,-0.16302834,0.197779872,0.439731307
1007,0.070842904,0.613031045,0.081496191,-0.125040827
1008,0.212065959,0.293749943,0.156275533,0.360479749
1009,0.080095171,0.217310933,-0.000378923,-0.311355033
1010,0.115438006,0.415884735,0.298461234,0.276808195
1011,-0.009396189,-0.442895345,-0.191511338,0.196838755
